id,name,inhabitants,status_index,status_index_class,dynamic_index,dynamic_index_class,status_dynamic_index,status_dynamic_index_class
06100208,Bergstraße,6824.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06100209,Feuerbachstraße,9339.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06100210,Bismarckstraße,4868.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200311,Alt-Lankwitz,4937.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200312,Komponistenviertel Lankwitz,6097.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200313,Lankwitz Kirche,7410.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200314,Kaiser-Wilhelm-Straße,7313.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200315,Gallwitzallee,5841.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200316,Belßstraße,5558.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200317,Lankwitz Süd,6402.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200419,Thermometersiedlung,4636.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
06200420,Lichterfelde Süd,7055.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200421,Königsberger Straße,8349.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200422,Oberhofer Platz,7062.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06200423,Schütte-Lanz-Straße,8627.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06300524,Berlepschstraße,5670.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06300525,Zehlendorf Süd,5616.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06300526,Zehlendorf Mitte,3311.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06300527,Sundgauer Straße,8385.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06300528,Teltower Damm,11050.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
06300629,Botanischer Garten,7088.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06300630,Hindenburgdamm,5612.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
06300631,Goerzwerke,3152.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
06300632,Schweizer Viertel,13747.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
06300633,Augustaplatz,12046.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06300634,Lichterfelde West,8511.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
06400735,Wannsee,10126.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
06400736,Düppel,5234.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
06400737,Nikolassee,11498.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
06400838,Krumme Lanke,7511.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
06400839,Fischerhüttenstraße,5278.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
06400840,Fischtal,7266.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
06400841,Zehlendorf Eiche,5958.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
06400842,Hüttenweg,4810.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
06400843,Thielallee,4902.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
06400844,Dahlem,7204.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
07100101,Wittenbergplatz,9808.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07100102,Kalckreuthstraße,8675.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07100103,Frobenstraße,7712.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
07100204,Barbarossaplatz,10468.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07100205,Alvenslebenstraße,5257.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
07100206,Großgörschenstraße,8223.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
07200307,Bayerischer Platz,10578.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07200308,Volkspark (Rudolph-Wilde-Park),10501.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
07200409,Belziger Straße,9460.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07200410,Feurigstraße,5565.0,3.0,niedrig,-,negativ,3-,"Status niedrig , Dynamik negativ"
07200411,Julius-Leber-Brücke,2786.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07200412,Schöneberger Linse,1094.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
07200413,Cheruskerstraße,7886.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07200414,Hohenfriedbergstraße,3736.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07300515,Taunusstraße,6860.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07300516,Odenwaldstraße,8839.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07300517,Perelsplatz,8767.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07300618,Ceciliengärten,9371.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07300619,Grazer Platz,12302.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07400720,Gontermannstraße,12038.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07400721,Paradestraße,5464.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07400822,Lindenhofsiedlung,2255.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
07400823,Wittekindstraße,9832.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07400824,Bosepark,7390.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07400825,Friedrich-Karl-Straße,7360.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07400826,Marienhöhe,5114.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07400927,Rathaus Tempelhof,11104.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07400928,Germaniagarten,3980.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
07501029,Ringstraße,8138.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07501030,Machonstraße,8890.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07501031,Eisenacher Straße,9101.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07501032,Imbrosweg,5653.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07501133,Fritz-Werner-Straße,8141.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07501134,Hundsteinweg,10584.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07501135,Birnhornweg,2233.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07601236,Marienfelder Allee Nordwest,10193.0,3.0,niedrig,-,negativ,3-,"Status niedrig , Dynamik negativ"
07601237,Kirchstraße,4740.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07601238,Marienfelde Nordost,2869.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07601339,Tirschenreuther Ring West,5749.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
07601340,Tirschenreuther Ring Ost,6429.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07601341,Diedersdorfer Weg,2284.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07601442,Kettinger Straße,10498.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07601443,Töpchiner Weg,10895.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07601544,John-Locke-Straße,8485.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07601545,Nahariyastraße,8431.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
07601546,Franziusweg,6978.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
07601547,Horstwalder Straße,3859.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
07601548,Wittelsbacherstraße,2964.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08100101,Hasenheide,4516.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
08100102,Schillerpromenade Nord,8218.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08100103,Schillerpromenade Süd,7473.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
08100104,Wartheplatz,6706.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
08100105,Silbersteinstraße,5567.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
08100206,Flughafenstraße,9668.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
08100207,Rollberg,7451.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
08100208,Körnerpark,12288.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
08100209,Glasower Straße,8524.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
08100310,Maybachufer,7877.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08100311,Reuterplatz,7342.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08100312,Weichselplatz,11788.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08100313,Bouchéstraße,3868.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
08100314,Donaustraße,8264.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
08100415,Ganghoferstraße,6530.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08100416,Alt-Rixdorf,6562.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08100417,Braunschweiger Straße,9919.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
08100418,Hertzbergplatz,9588.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08100419,Treptower Straße Nord,7100.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
08100520,Weiße Siedlung,5767.0,4.0,sehr niedrig,-,negativ,4-,"Status sehr niedrig , Dynamik negativ"
08100521,Schulenburgpark,9620.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
08200622,Jahnstraße,5608.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
08200623,Park am Buschkrug,6064.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
08200624,Tempelhofer Weg,8754.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
08200725,Mohriner Allee Nord,2455.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
08200726,Hufeisensiedlung,6271.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08200727,Parchimer Allee Süd,7983.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08200728,Ortolanweg,1253.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08200729,Britzer Garten,1865.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08200730,Handwerker-Siedlung,3321.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
08200831,Buckow West,8320.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08200832,Buckow Mitte,11578.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
08200833,Buckow Ost,8698.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
08300934,Gropiusstadt Nord-West,12534.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
08300935,Gropiusstadt Süd-West,7303.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08301036,Gropiusstadt Mitte,7190.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
08301037,Gropiusstadt Süd-Ost,10564.0,4.0,sehr niedrig,-,negativ,4-,"Status sehr niedrig , Dynamik negativ"
08401138,Goldhähnchenweg,2834.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
08401139,Vogelviertel Süd,4103.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08401140,Vogelviertel Nord,2661.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08401241,Blumenviertel,8264.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08401242,Zittauer Straße,6844.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08401243,Alt-Rudow,9997.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08401244,Waßmannsdorfer Chaussee,7118.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08401245,Frauenviertel,3776.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
08401246,Waltersdorfer Chaussee Ost,7951.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
09100101,Alt-Treptow,13167.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09100202,Plänterwald West,4375.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09100203,Plänterwald Ost,6924.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09100304,Baumschulenweg West,11722.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09100305,Baumschulenweg Ost,4074.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09100306,Späthsfelde,3098.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
09100407,Johannisthal West,8480.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09100408,Johannisthal Ost,8105.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09100409,Landschaftspark Adlershof,3375.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09200510,Helmholtz-Kiez,7535.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09200511,Griechischer Park,12663.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09200512,Wuhlheide,3440.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09200613,Bahnhof Schöneweide,9424.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
09200614,Oberspree,3580.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09200715,Wista,3059.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
09200716,Dörpfeldstraße West,7669.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09200717,Dörpfeldstraße Ost,9482.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09200818,Spindlersfeld,3061.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09200819,Köllnische Vorstadt,8292.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09300920,Dorf Altglienicke,11751.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
09300921,Preußen Siedlung,2697.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
09300922,Kosmos Viertel,5660.0,4.0,sehr niedrig,-,negativ,4-,"Status sehr niedrig , Dynamik negativ"
09300923,Kölner Viertel,8169.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
09301024,Falkenberg,2417.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
09301025,Alt-Bohnsdorf,10760.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09301126,Grünau,7217.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09301227,Karolinenhof,1871.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
09301228,Schmöckwitz/Rauchfangswerder,2571.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
09401329,Kietzer Feld/Nachtheide,10138.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09401330,Wendenschloß,1911.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
09401431,Allende I,5445.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09401432,Siedlung Kämmereiheide,1569.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09401433,Allende II,4368.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09401534,Altstadt Köpenick,7337.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
09401635,Müggelheim,6867.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
09501736,Hirschgarten,4575.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
09501737,Alt-Friedrichshagen,14434.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
09501838,Rahnsdorf,9856.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
09501939,Bahnhofstraße,6377.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09501940,Güterbahnhof Köpenick,2678.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09501941,Friedrichshagener Straße,2678.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09502042,Mittelheide,4106.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
09502043,Dammheide,9188.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
10100101,Marzahn West,5709.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
10100102,Rosenbecker Straße,3317.0,3.0,niedrig,+,positiv,3+,"Status niedrig , Dynamik positiv"
10100103,Wittenberger Straße,7685.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
10100104,Golliner Straße,7611.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
10100206,Wuhletalstraße,10586.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
10100207,Ahrensfelder Berge,8198.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
10100208,Bürgerpark,9163.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
10100209,Lea-Grundig-Straße,8153.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
10100210,Marzahner Promenade,10782.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
10100311,Marzahner Chaussee,2228.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
10100312,Springpfuhl,14860.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
10100313,Alt-Marzahn,4793.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
10100314,Auersbergstraße,6309.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
10100315,Bärenstein,7171.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
10100316,Landsberger Tor,3681.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
10200417,Zossener Straße,7171.0,3.0,niedrig,+,positiv,3+,"Status niedrig , Dynamik positiv"
10200418,Kyritzer Straße,5445.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
10200419,Havelländer Ring,3564.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
10200420,Gut Hellersdorf,7159.0,3.0,niedrig,-,negativ,3-,"Status niedrig , Dynamik negativ"
10200421,Helle Mitte,1716.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
10200422,Hellersdorfer Promenade,6503.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil"
10200423,Böhlener Straße,5929.0,3.0,niedrig,+,positiv,3+,"Status niedrig , Dynamik positiv"
10200524,Adele-Sandrock-Straße,9975.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
10200525,Schleipfuhl,5317.0,3.0,niedrig,-,negativ,3-,"Status niedrig , Dynamik negativ"
10200526,Boulevard Kastanienallee,6111.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
10200627,Am Kienberg,3465.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
10200628,Neue Grottkauer Straße,6342.0,3.0,niedrig,+,positiv,3+,"Status niedrig , Dynamik positiv"
10200629,Teterower Ring,8919.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
10200630,Cecilienplatz,6487.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
10300731,Oberfeldstraße,7805.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
10300732,Buckower Ring,6952.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
10300733,Alt-Biesdorf,3938.0,1.0,hoch,+,positiv,1+,"Status hoch , Dynamik positiv"
10300734,Biesdorf Süd,10260.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
10400835,Kaulsdorf Nord,7807.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
10400836,Alt-Kaulsdorf,3868.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
10400837,Kaulsdorf Süd,7733.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
10400938,Mahlsdorf Nord,9921.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
10400939,Alt-Mahlsdorf,4457.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
10400940,Elsensee,5801.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
10400941,Pilgramer Straße,9578.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
11100101,Dörfer Malchow-Wartenberg,3302.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
11100102,Dorf Falkenberg,2189.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
11100203,Falkenberg Ost,8986.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
11100204,Falkenberg West,7052.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
11100205,Wartenberg Süd,6095.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11100206,Wartenberg Nord,7609.0,3.0,niedrig,-,negativ,3-,"Status niedrig , Dynamik negativ"
11100307,Zingster Straße Ost,11690.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11100308,Zingster Straße West,9583.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
11100309,Mühlengrund,5825.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11200410,Malchower Weg,9998.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11200411,Hauptstraße,6856.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11200512,Orankesee,3898.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ"
11200513,Große-Leege-Straße,9897.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11200514,Landsberger Allee,15296.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11200515,Weiße Taube,4125.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil"
11300616,Hohenschönhausener Straße,6058.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil"
11300617,Fennpfuhlpark,4292.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11300618,Storkower Bogen,3713.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11300619,Rudolf-Seiffert-Park,8422.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11300620,Fennpfuhl Ost,11266.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11300721,Herzbergstraße,5263.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11300722,Rathaus Lichtenberg,9901.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11300723,Bornitzstraße,2413.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
11300724,Roedeliusplatz,3989.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11300725,Nibelungenviertel,9837.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11300826,Frankfurter Allee Süd,9956.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11400927,Victoriastadt,4218.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11400928,Nöldnerplatz,2359.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11400929,Weitlingkiez,16111.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11400930,Zachertstraße,4615.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
11400931,Massower Straße,6764.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv"
11401032,Rosenfelder Ring,5824.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil"
